"","Type","SumCounts","Floss"
"ENSACAT00000025968.2","mRNA",29,0.17094756
"ENSACAT00000026967.1","mRNA",30,0.11035229
"ENSACAT00000024643.1","mRNA",18,0.35688311
"ENSACAT00000029647.1","mRNA",7,0.39104991
"ENSACAT00000029334.1","mRNA",520,0.145943545
"ENSACAT00000013228.3","mRNA",612,0.14116693
"ENSACAT00000013364.3","mRNA",193,0.135332985
"ENSACAT00000013156.2","mRNA",11,0.48267716
"ENSACAT00000013193.2","mRNA",196,0.09984919
"ENSACAT00000013403.2","mRNA",21,0.19268766
"ENSACAT00000015351.3","mRNA",185,0.05912514
"ENSACAT00000014513.3","mRNA",76,0.20744399
"ENSACAT00000015499.3","mRNA",286,0.08991226
"ENSACAT00000030463.1","mRNA",1,0.81173521
"ENSACAT00000003292.2","mRNA",0,0.50000021
"ENSACAT00000015414.2","mRNA",1580,0.083626035
"ENSACAT00000015387.3","mRNA",113,0.18475302
"ENSACAT00000015358.2","mRNA",6,0.16880421
"ENSACAT00000015259.3","mRNA",18,0.39861749
"ENSACAT00000015184.2","mRNA",2430,0.07109969
"ENSACAT00000015134.3","mRNA",11,0.20170126
"ENSACAT00000015057.3","mRNA",348,0.13847264
"ENSACAT00000015003.3","mRNA",0,0.50000021
"ENSACAT00000014810.3","mRNA",0,0.50000021
"ENSACAT00000028882.2","mRNA",38,0.20519891
"ENSACAT00000014640.3","mRNA",46,0.25074411
"ENSACAT00000014585.2","mRNA",206,0.055949375
"ENSACAT00000014283.2","mRNA",343,0.081946835
"ENSACAT00000014184.2","mRNA",417,0.211861355
"ENSACAT00000014152.2","mRNA",377,0.12527719
"ENSACAT00000005762.3","mRNA",1664,0.11056354
"ENSACAT00000001626.3","mRNA",37,0.27729421
"ENSACAT00000005590.2","mRNA",413,0.197671555
"ENSACAT00000005595.2","mRNA",229,0.14312375
"ENSACAT00000005619.3","mRNA",18,0.15717381
"ENSACAT00000005765.3","mRNA",627,0.07500014
"ENSACAT00000005884.3","mRNA",353,0.19108983
"ENSACAT00000028904.2","mRNA",0,0.50000021
"ENSACAT00000003778.2","mRNA",9,0.38868691
"ENSACAT00000010743.2","mRNA",26,0.31959204
"ENSACAT00000026660.1","mRNA",35,0.21962176
"ENSACAT00000024550.1","mRNA",4,0.71254381
"ENSACAT00000030255.1","mRNA",36,0.26804941
"ENSACAT00000024493.2","mRNA",45,0.20886864
"ENSACAT00000029653.1","mRNA",47,0.23213579
"ENSACAT00000030791.1","mRNA",42,0.19487911
"ENSACAT00000014483.2","mRNA",24,0.10890454
"ENSACAT00000014549.2","mRNA",99,0.11060631
"ENSACAT00000014552.2","mRNA",30,0.26185121
"ENSACAT00000029633.1","mRNA",9,0.14124731
"ENSACAT00000030455.1","mRNA",5,0.44639621
"ENSACAT00000014573.3","mRNA",548,0.16513615
"ENSACAT00000023258.2","mRNA",9,0.30224231
"ENSACAT00000014579.2","mRNA",4,0.77361881
"ENSACAT00000006183.3","mRNA",234,0.11937741
"ENSACAT00000006043.3","mRNA",32,0.25710381
"ENSACAT00000006165.3","mRNA",21,0.15519991
"ENSACAT00000006189.2","mRNA",45,0.26810091
"ENSACAT00000006319.3","mRNA",92,0.23681624
"ENSACAT00000030242.1","mRNA",77,0.26264899
"ENSACAT00000030065.1","mRNA",21,0.33953151
"ENSACAT00000006369.2","mRNA",226,0.11054779
"ENSACAT00000006389.3","mRNA",18,0.32345281
"ENSACAT00000006408.3","mRNA",5,0.50081021
"ENSACAT00000006418.2","mRNA",48,0.15631134
"ENSACAT00000005374.3","mRNA",10,0.27439481
"ENSACAT00000000553.2","mRNA",188,0.14761881
"ENSACAT00000000606.2","mRNA",110,0.17618161
"ENSACAT00000000607.2","mRNA",0,0.50000021
"ENSACAT00000000867.3","mRNA",28,0.26827441
"ENSACAT00000000869.1","mRNA",0,0.50000021
"ENSACAT00000004304.3","mRNA",5,0.46266121
"ENSACAT00000024249.1","mRNA",0,0.50000021
"ENSACAT00000002409.3","mRNA",0,0.50000021
"ENSACAT00000004253.3","mRNA",224,0.14504916
"ENSACAT00000004315.1","mRNA",18,0.17838481
"ENSACAT00000026088.1","mRNA",3,0.51254521
"ENSACAT00000004319.2","mRNA",2,0.57358621
"ENSACAT00000004333.3","mRNA",957,0.19659492
"ENSACAT00000003832.2","mRNA",1261,0.05981011
"ENSACAT00000004073.3","mRNA",1539,0.084675135
"ENSACAT00000029182.1","mRNA",55,0.24450729
"ENSACAT00000003953.3","mRNA",301,0.06140413
"ENSACAT00000003887.3","mRNA",141,0.28005121
"ENSACAT00000003738.3","mRNA",8,0.19858621
"ENSACAT00000003720.3","mRNA",143,0.16250766
"ENSACAT00000003663.3","mRNA",5,0.18535381
"ENSACAT00000003442.2","mRNA",558,0.08053564
"ENSACAT00000027249.1","mRNA",6,0.26828481
"ENSACAT00000009445.3","mRNA",188,0.10414599
"ENSACAT00000009396.2","mRNA",31,0.22222306
"ENSACAT00000009558.3","mRNA",260,0.06244269
"ENSACAT00000009570.2","mRNA",0,0.50000021
"ENSACAT00000009585.3","mRNA",21,0.22683116
"ENSACAT00000027566.2","mRNA",2,0.87281021
"ENSACAT00000008793.3","mRNA",0,0.50000021
"ENSACAT00000000410.3","mRNA",3,0.46266121
"ENSACAT00000024400.2","mRNA",22,0.25934471
"ENSACAT00000000460.3","mRNA",42,0.23216421
"ENSACAT00000013927.2","mRNA",45,0.16175531
"ENSACAT00000028394.2","mRNA",15,0.45202031
"ENSACAT00000025908.1","mRNA",63,0.13272504
"ENSACAT00000022036.1","mRNA",13,0.50009404
"ENSACAT00000028473.1","mRNA",12,0.31173526
"ENSACAT00000013782.2","mRNA",22,0.26762666
"ENSACAT00000030479.1","mRNA",3,0.70081021
"ENSACAT00000024503.1","mRNA",18,0.17520481
"ENSACAT00000026558.1","mRNA",9,0.28616331
"ENSACAT00000029011.1","mRNA",113,0.17626236
"ENSACAT00000013706.2","mRNA",22,0.29579266
"ENSACAT00000026102.1","mRNA",126,0.18448369
"ENSACAT00000002469.3","mRNA",3,0.66265981
"ENSACAT00000001186.2","mRNA",95,0.26266121
"ENSACAT00000028342.1","mRNA",2140,0.199790475
"ENSACAT00000013508.2","mRNA",0,0.50000021
"ENSACAT00000029684.1","mRNA",5,0.77361881
"ENSACAT00000005870.2","mRNA",424,0.106605125
"ENSACAT00000030364.1","mRNA",128,0.15423101
"ENSACAT00000017483.3","mRNA",219,0.09773121
"ENSACAT00000030629.1","mRNA",17,0.42736556
"ENSACAT00000030460.1","mRNA",6,0.46266121
"ENSACAT00000026867.2","mRNA",27,0.27424371
"ENSACAT00000017617.3","mRNA",79,0.15572321
"ENSACAT00000014658.3","mRNA",110,0.07286526
"ENSACAT00000026982.1","mRNA",0,0.50000021
"ENSACAT00000001689.3","mRNA",3,0.44639571
"ENSACAT00000017602.3","mRNA",15,0.33953306
"ENSACAT00000017631.3","mRNA",399,0.14926384
"ENSACAT00000017645.3","mRNA",73,0.12568276
"ENSACAT00000017646.2","mRNA",0,0.50000021
"ENSACAT00000010292.2","mRNA",0,0.50000021
"ENSACAT00000014619.3","mRNA",357,0.09070892
"ENSACAT00000014630.3","mRNA",7,0.36860909
"ENSACAT00000000009.3","mRNA",441,0.06470285
"ENSACAT00000000908.3","mRNA",0,0.50000021
"ENSACAT00000029560.1","mRNA",308,0.13599449
"ENSACAT00000014676.1","mRNA",24,0.36747686
"ENSACAT00000014736.2","mRNA",402,0.10833004
"ENSACAT00000014759.3","mRNA",217,0.053231615
"ENSACAT00000027405.2","mRNA",15,0.26265961
"ENSACAT00000008275.3","mRNA",1822,0.07610058
"ENSACAT00000008120.3","mRNA",39,0.17499169
"ENSACAT00000008378.2","mRNA",406,0.42337351
"ENSACAT00000008371.2","mRNA",945,0.070006045
"ENSACAT00000008328.3","mRNA",583,0.078735795
"ENSACAT00000008247.2","mRNA",13,0.41974011
"ENSACAT00000013476.2","mRNA",2,0.76185121
"ENSACAT00000013474.2","mRNA",18,0.25064381
"ENSACAT00000013471.2","mRNA",0,0.50000021
"ENSACAT00000013465.1","mRNA",76,0.19104984
"ENSACAT00000006982.3","mRNA",0,0.50000021
"ENSACAT00000006976.3","mRNA",26,0.18454521
"ENSACAT00000015115.1","mRNA",1157,0.08198724
"ENSACAT00000015279.3","mRNA",149,0.104376705
"ENSACAT00000014811.3","mRNA",854,0.04155949
"ENSACAT00000014975.3","mRNA",866,0.01826326
"ENSACAT00000014978.2","mRNA",37,0.34664756
"ENSACAT00000014981.3","mRNA",1,0.76185121
"ENSACAT00000015037.3","mRNA",0,0.50000021
"ENSACAT00000027554.2","mRNA",905,0.06332454
"ENSACAT00000015210.1","mRNA",2,0.70081021
"ENSACAT00000015481.3","mRNA",194,0.17018791
"ENSACAT00000015487.3","mRNA",55,0.16530366
"ENSACAT00000014436.3","mRNA",149,0.053935205
"ENSACAT00000009835.1","mRNA",2,0.77361881
"ENSACAT00000009849.3","mRNA",11,0.39821511
"ENSACAT00000012080.3","mRNA",363,0.14707309
"ENSACAT00000012097.3","mRNA",10,0.24720481
"ENSACAT00000012172.3","mRNA",604,0.06861749
"ENSACAT00000001519.3","mRNA",8,0.28546981
"ENSACAT00000030603.1","mRNA",1,0.81173521
"ENSACAT00000028030.2","mRNA",30,0.16266106
"ENSACAT00000004650.3","mRNA",0,0.50000021
"ENSACAT00000027733.1","mRNA",0,0.50000021
"ENSACAT00000029911.1","mRNA",0,0.50000021
"ENSACAT00000004660.3","mRNA",3,0.81173521
"ENSACAT00000004654.2","mRNA",0,0.50000021
"ENSACAT00000030708.1","mRNA",24,0.40691986
"ENSACAT00000003272.3","mRNA",466,0.08303254
"ENSACAT00000010281.3","mRNA",63,0.31324731
"ENSACAT00000029649.1","mRNA",11,0.27439571
"ENSACAT00000030043.1","mRNA",85,0.19207331
"ENSACAT00000010338.3","mRNA",14,0.20434781
"ENSACAT00000010296.3","mRNA",0,0.50000021
"ENSACAT00000024382.1","mRNA",0,0.50000021
"ENSACAT00000030171.1","mRNA",1,0.81173521
"ENSACAT00000030413.1","mRNA",27,0.15028571
"ENSACAT00000010196.2","mRNA",92,0.18005286
"ENSACAT00000030870.1","mRNA",93,0.18309126
"ENSACAT00000010174.3","mRNA",1355,0.091755935
"ENSACAT00000010168.2","mRNA",781,0.18417463
"ENSACAT00000010823.3","mRNA",0,0.50000021
"ENSACAT00000001787.3","mRNA",89,0.12897959
"ENSACAT00000022813.2","mRNA",1,0.70081021
"ENSACAT00000008076.3","mRNA",537,0.04973329
"ENSACAT00000008111.2","mRNA",821,0.141363045
"ENSACAT00000008154.3","mRNA",465,0.13706117
"ENSACAT00000008156.1","mRNA",36,0.09939309
"ENSACAT00000021200.2","mRNA",22,0.24715606
"ENSACAT00000002278.3","mRNA",101,0.12584636
"ENSACAT00000002078.2","mRNA",371,0.07795244
"ENSACAT00000001928.2","mRNA",312,0.22585169
"ENSACAT00000001920.3","mRNA",207,0.08359196
"ENSACAT00000001811.3","mRNA",103,0.20797281
"ENSACAT00000001728.2","mRNA",89,0.24496834
"ENSACAT00000030661.1","mRNA",64,0.16049141
"ENSACAT00000001585.2","mRNA",6,0.24028671
"ENSACAT00000023181.2","mRNA",0,0.50000021
"ENSACAT00000001555.3","mRNA",0,0.50000021
"ENSACAT00000013819.3","mRNA",615,0.054261745
"ENSACAT00000017831.2","mRNA",1022,0.13637584
"ENSACAT00000017822.3","mRNA",3956,0.13328604
"ENSACAT00000017814.3","mRNA",997,0.08595414
"ENSACAT00000013674.2","mRNA",170,0.19832659
"ENSACAT00000013715.3","mRNA",210,0.134555945
"ENSACAT00000013742.2","mRNA",2,0.71254381
"ENSACAT00000013758.2","mRNA",1,0.81173521
"ENSACAT00000022142.1","mRNA",0,0.50000021
"ENSACAT00000013942.3","mRNA",50,0.28298101
"ENSACAT00000026032.1","mRNA",0,0.50000021
"ENSACAT00000002654.2","mRNA",0,0.50000021
"ENSACAT00000008848.3","mRNA",0,0.50000021
"ENSACAT00000008524.3","mRNA",0,0.50000021
"ENSACAT00000000967.1","mRNA",9,0.32379051
"ENSACAT00000000970.3","mRNA",1,0.76185121
"ENSACAT00000025552.2","mRNA",453,0.2300455
"ENSACAT00000001142.2","mRNA",475,0.07450344
"ENSACAT00000001154.2","mRNA",58,0.27542276
"ENSACAT00000001278.2","mRNA",211,0.124244975
"ENSACAT00000025542.2","mRNA",4,0.43454521
"ENSACAT00000004018.3","mRNA",44,0.19639616
"ENSACAT00000010435.2","mRNA",0,0.50000021
"ENSACAT00000004029.3","mRNA",27,0.24028671
"ENSACAT00000004085.3","mRNA",93,0.27740536
"ENSACAT00000003409.2","mRNA",105,0.14408039
"ENSACAT00000025900.1","mRNA",104,0.14975759
"ENSACAT00000003616.2","mRNA",6,0.56747531
"ENSACAT00000003584.3","mRNA",899,0.05832984
"ENSACAT00000003559.2","mRNA",81,0.14167361
"ENSACAT00000003555.2","mRNA",9,0.27439571
"ENSACAT00000028887.1","mRNA",0,0.50000021
"ENSACAT00000003554.3","mRNA",557,0.104822945
"ENSACAT00000003456.3","mRNA",97,0.17999214
"ENSACAT00000003412.3","mRNA",1542,0.08278116
"ENSACAT00000003397.2","mRNA",84,0.15124696
"ENSACAT00000003371.3","mRNA",242,0.102545695
"ENSACAT00000003324.3","mRNA",7,0.33547121
"ENSACAT00000030308.1","mRNA",200,0.05020481
"ENSACAT00000015287.3","mRNA",215,0.093965105
"ENSACAT00000015105.3","mRNA",26,0.15901196
"ENSACAT00000015327.3","mRNA",0,0.50000021
"ENSACAT00000015354.2","mRNA",85,0.17523441
"ENSACAT00000015357.1","mRNA",405,0.129230455
"ENSACAT00000015369.2","mRNA",941,0.17892076
"ENSACAT00000015473.2","mRNA",296,0.11355239
"ENSACAT00000015477.3","mRNA",247,0.19084449
"ENSACAT00000029187.1","mRNA",19,0.08825551
"ENSACAT00000003602.3","mRNA",25,0.32217241
"ENSACAT00000003570.2","mRNA",214,0.123697035
"ENSACAT00000003545.3","mRNA",650,0.087929885
"ENSACAT00000003480.3","mRNA",2154,0.14605494
"ENSACAT00000003417.3","mRNA",771,0.04220434
"ENSACAT00000003381.3","mRNA",390,0.10057401
"ENSACAT00000000480.3","mRNA",2211,0.07983404
"ENSACAT00000000227.2","mRNA",76,0.20516516
"ENSACAT00000030727.1","mRNA",115,0.12751714
"ENSACAT00000000525.3","mRNA",1,0.70081021
"ENSACAT00000016478.3","mRNA",16,0.20081021
"ENSACAT00000023399.1","mRNA",0,0.50000021
"ENSACAT00000001852.3","mRNA",48,0.12168666
"ENSACAT00000002063.3","mRNA",122,0.14499731
"ENSACAT00000000723.3","mRNA",74,0.08863809
"ENSACAT00000023578.1","mRNA",0,0.50000021
"ENSACAT00000000711.2","mRNA",14,0.40296601
"ENSACAT00000030197.1","mRNA",0,0.50000021
"ENSACAT00000014406.3","mRNA",0,0.50000021
"ENSACAT00000014359.3","mRNA",57,0.14815021
"ENSACAT00000014544.3","mRNA",100,0.08254521
"ENSACAT00000026730.2","mRNA",249,0.07258383
"ENSACAT00000008515.3","mRNA",113,0.07136967
"ENSACAT00000009668.2","mRNA",20,0.19579241
"ENSACAT00000009636.3","mRNA",215,0.163707365
"ENSACAT00000009622.3","mRNA",79,0.22384804
"ENSACAT00000009493.2","mRNA",1607,0.067514375
"ENSACAT00000009306.3","mRNA",85,0.09627984
"ENSACAT00000009295.3","mRNA",123,0.08652767
"ENSACAT00000009153.3","mRNA",184,0.11569901
"ENSACAT00000009143.3","mRNA",126,0.04306059
"ENSACAT00000009052.3","mRNA",251,0.15168591
"ENSACAT00000008925.2","mRNA",1,0.90080881
"ENSACAT00000008949.3","mRNA",5,0.37358621
"ENSACAT00000008584.3","mRNA",25,0.17579241
"ENSACAT00000008466.2","mRNA",199,0.11236851
"ENSACAT00000008451.3","mRNA",5,0.60161881
"ENSACAT00000010974.3","mRNA",5,0.57205641
"ENSACAT00000003865.3","mRNA",0,0.50000021
"ENSACAT00000025894.2","mRNA",22,0.22171731
"ENSACAT00000030376.1","mRNA",54,0.18117826
"ENSACAT00000003894.2","mRNA",139,0.09024329
"ENSACAT00000030505.1","mRNA",141,0.13095819
"ENSACAT00000003899.2","mRNA",280,0.241114745
"ENSACAT00000030073.1","mRNA",0,0.50000021
"ENSACAT00000023645.2","mRNA",12,0.21868821
"ENSACAT00000010361.3","mRNA",1288,0.09496524
"ENSACAT00000030650.1","mRNA",11,0.19830346
"ENSACAT00000030788.1","mRNA",174,0.09041559
"ENSACAT00000017758.3","mRNA",76,0.18323841
"ENSACAT00000026001.2","mRNA",0,0.50000021
"ENSACAT00000017776.3","mRNA",1026,0.05571262
"ENSACAT00000001126.3","mRNA",1520,0.078551705
"ENSACAT00000030832.1","mRNA",1396,0.07303428
"ENSACAT00000001375.3","mRNA",6,0.53947671
"ENSACAT00000001496.3","mRNA",0,0.50000021
"ENSACAT00000001505.3","mRNA",0,0.50000021
"ENSACAT00000001577.3","mRNA",15,0.35631416
"ENSACAT00000001586.3","mRNA",44,0.10025391
"ENSACAT00000001630.3","mRNA",552,0.20388032
"ENSACAT00000001676.3","mRNA",89,0.18225981
"ENSACAT00000011552.3","mRNA",75,0.06605824
"ENSACAT00000017291.3","mRNA",308,0.123628355
"ENSACAT00000017292.2","mRNA",5,0.31254521
"ENSACAT00000017296.2","mRNA",80,0.27774999
"ENSACAT00000017301.2","mRNA",2,0.72217241
"ENSACAT00000029935.1","mRNA",0,0.50000021
"ENSACAT00000017307.3","mRNA",123,0.09650601
"ENSACAT00000017314.3","mRNA",3,0.87281021
"ENSACAT00000017336.3","mRNA",1,0.70081021
"ENSACAT00000015599.2","mRNA",84,0.10933431
"ENSACAT00000003431.3","mRNA",257,0.12437979
"ENSACAT00000022456.1","mRNA",0,0.50000021
"ENSACAT00000022483.1","mRNA",1,0.87281021
"ENSACAT00000012532.3","mRNA",338,0.08124463
"ENSACAT00000012451.3","mRNA",103,0.17116404
"ENSACAT00000028042.1","mRNA",19,0.32948691
"ENSACAT00000012415.3","mRNA",1,0.81173521
"ENSACAT00000024786.1","mRNA",0,0.50000021
"ENSACAT00000004290.2","mRNA",0,0.50000021
"ENSACAT00000008644.2","mRNA",9,0.15698831
"ENSACAT00000028126.1","mRNA",0,0.50000021
"ENSACAT00000016423.2","mRNA",3,0.57362021
"ENSACAT00000003653.2","mRNA",5,0.43471601
"ENSACAT00000008787.2","mRNA",4,0.22439481
"ENSACAT00000030868.1","mRNA",0,0.50000021
"ENSACAT00000029226.1","mRNA",0,0.50000021
"ENSACAT00000026101.1","mRNA",0,0.50000021
"ENSACAT00000002162.3","mRNA",125,0.10994001
"ENSACAT00000001643.3","mRNA",79,0.11396951
"ENSACAT00000001128.3","mRNA",417,0.10269178
"ENSACAT00000006370.2","mRNA",0,0.50000021
"ENSACAT00000001817.3","mRNA",47,0.23149331
"ENSACAT00000001735.3","mRNA",225,0.17476756
"ENSACAT00000001706.2","mRNA",17,0.30873279
"ENSACAT00000001252.1","mRNA",244,0.19743284
"ENSACAT00000001248.2","mRNA",81,0.14662189
"ENSACAT00000022129.1","mRNA",241,0.06766817
"ENSACAT00000029970.1","mRNA",21,0.25990651
"ENSACAT00000014792.3","mRNA",5,0.51254521
"ENSACAT00000014777.2","mRNA",20,0.18471601
"ENSACAT00000017826.2","mRNA",16,0.40748241
"ENSACAT00000017833.2","mRNA",18,0.25202081
"ENSACAT00000017839.2","mRNA",3,0.47286591
"ENSACAT00000015584.3","mRNA",27,0.12957991
"ENSACAT00000015275.3","mRNA",437,0.15104643
"ENSACAT00000023982.2","mRNA",9,0.30132771
"ENSACAT00000005251.2","mRNA",1853,0.100256215
"ENSACAT00000024878.1","mRNA",25,0.24533879
"ENSACAT00000001342.3","mRNA",589,0.158756115
"ENSACAT00000000950.1","mRNA",4,0.31524999
"ENSACAT00000015065.3","mRNA",74,0.16166469
"ENSACAT00000000781.3","mRNA",7,0.33726651
"ENSACAT00000023895.2","mRNA",334,0.1482899
"ENSACAT00000000617.3","mRNA",521,0.119177525
"ENSACAT00000000886.3","mRNA",1038,0.04588479
"ENSACAT00000000843.3","mRNA",9,0.49050781
"ENSACAT00000029231.1","mRNA",33,0.12334971
"ENSACAT00000000693.2","mRNA",109,0.09032859
"ENSACAT00000000596.3","mRNA",1646,0.07573864
"ENSACAT00000030397.1","mRNA",0,0.50000021
"ENSACAT00000009751.3","mRNA",49,0.19174406
"ENSACAT00000010652.3","mRNA",64,0.13939259
"ENSACAT00000028104.1","mRNA",1,0.87281021
"ENSACAT00000009742.3","mRNA",1029,0.09560525
"ENSACAT00000010595.3","mRNA",130,0.062661205
"ENSACAT00000010676.3","mRNA",513,0.092291
"ENSACAT00000030733.1","mRNA",203,0.15692671
"ENSACAT00000010695.3","mRNA",4,0.43454521
"ENSACAT00000015571.3","mRNA",100,0.08498241
"ENSACAT00000015705.3","mRNA",687,0.08295144
"ENSACAT00000009382.3","mRNA",184,0.10330221
"ENSACAT00000009349.3","mRNA",258,0.17674051
"ENSACAT00000005364.2","mRNA",19,0.27175579
"ENSACAT00000015573.1","mRNA",3,0.80339899
"ENSACAT00000015674.2","mRNA",190,0.02274419
"ENSACAT00000015781.2","mRNA",1031,0.05887354
"ENSACAT00000012946.3","mRNA",8,0.22439481
"ENSACAT00000012834.3","mRNA",20,0.26266121
"ENSACAT00000009506.3","mRNA",269,0.053557475
"ENSACAT00000009502.2","mRNA",4,0.28390741
"ENSACAT00000015100.3","mRNA",1,0.70081021
"ENSACAT00000024842.2","mRNA",3,0.81173521
"ENSACAT00000014958.3","mRNA",2,0.68454521
"ENSACAT00000021050.3","mRNA",20,0.22557119
"ENSACAT00000015174.3","mRNA",12,0.24668731
"ENSACAT00000015430.3","mRNA",22,0.30663416
"ENSACAT00000015448.2","mRNA",115,0.14596976
"ENSACAT00000015469.2","mRNA",4,0.46254381
"ENSACAT00000015480.3","mRNA",513,0.093361535
"ENSACAT00000015491.3","mRNA",20,0.29579101
"ENSACAT00000022853.2","mRNA",0,0.50000021
"ENSACAT00000008711.3","mRNA",6,0.36727491
"ENSACAT00000008741.3","mRNA",6,0.36727491
"ENSACAT00000014465.3","mRNA",107,0.14711271
"ENSACAT00000014216.3","mRNA",15,0.33495211
"ENSACAT00000014924.3","mRNA",82,0.19623749
"ENSACAT00000014348.3","mRNA",302,0.11193906
"ENSACAT00000013989.3","mRNA",393,0.575108735
"ENSACAT00000013968.3","mRNA",205,0.09932899
"ENSACAT00000013805.3","mRNA",442,0.090568295
"ENSACAT00000003629.3","mRNA",470,0.10280072
"ENSACAT00000003270.3","mRNA",308,0.11919164
"ENSACAT00000003399.3","mRNA",222,0.14758776
"ENSACAT00000003402.2","mRNA",38,0.22768809
"ENSACAT00000003439.2","mRNA",205,0.21920771
"ENSACAT00000003453.3","mRNA",181,0.10380161
"ENSACAT00000003461.2","mRNA",7,0.43471551
"ENSACAT00000003486.3","mRNA",562,0.15061314
"ENSACAT00000003497.3","mRNA",185,0.11319091
"ENSACAT00000003670.3","mRNA",329,0.08761079
"ENSACAT00000003717.3","mRNA",227,0.22227089
"ENSACAT00000003836.3","mRNA",234,0.06505319
"ENSACAT00000003863.3","mRNA",2954,0.104391705
"ENSACAT00000000258.3","mRNA",915,0.05209374
"ENSACAT00000000182.1","mRNA",18,0.30776201
"ENSACAT00000000188.3","mRNA",121,0.24299003
"ENSACAT00000000206.3","mRNA",1380,0.04214519
"ENSACAT00000000267.3","mRNA",3,0.33547071
"ENSACAT00000000308.3","mRNA",2,0.46266121
"ENSACAT00000009386.3","mRNA",2073,0.07771289
"ENSACAT00000025976.2","mRNA",0,0.50000021
"ENSACAT00000030709.1","mRNA",3,0.38535471
"ENSACAT00000009476.3","mRNA",50,0.27546981
"ENSACAT00000009689.3","mRNA",84,0.17284491
"ENSACAT00000030700.1","mRNA",0,0.50000021
"ENSACAT00000002604.3","mRNA",87,0.16363869
"ENSACAT00000002557.2","mRNA",71,0.20567221
"ENSACAT00000029460.1","mRNA",18,0.24025241
"ENSACAT00000011586.3","mRNA",95,0.17911119
"ENSACAT00000011590.2","mRNA",0,0.50000021
"ENSACAT00000011656.3","mRNA",877,0.08034603
"ENSACAT00000030391.1","mRNA",2,0.57358621
"ENSACAT00000030752.1","mRNA",0,0.50000021
"ENSACAT00000007281.3","mRNA",64,0.09640741
"ENSACAT00000030580.1","mRNA",0,0.50000021
"ENSACAT00000003173.2","mRNA",50,0.15335381
"ENSACAT00000003538.3","mRNA",531,0.06220954
"ENSACAT00000004098.2","mRNA",474,0.104729405
"ENSACAT00000014726.3","mRNA",130,0.135159055
"ENSACAT00000014853.3","mRNA",1761,0.049534385
"ENSACAT00000014871.1","mRNA",5,0.33390741
"ENSACAT00000003205.2","mRNA",163,0.08572404
"ENSACAT00000003605.3","mRNA",85,0.10747131
"ENSACAT00000003671.3","mRNA",59,0.13544576
"ENSACAT00000030895.1","mRNA",59,0.13544576
"ENSACAT00000003674.1","mRNA",5,0.60161881
"ENSACAT00000008906.3","mRNA",26,0.33755711
"ENSACAT00000012056.3","mRNA",566,0.15540374
"ENSACAT00000012084.2","mRNA",33,0.15365271
"ENSACAT00000023817.1","mRNA",2,0.71254381
"ENSACAT00000012096.2","mRNA",101,0.17736629
"ENSACAT00000012184.3","mRNA",114,0.19216481
"ENSACAT00000008902.3","mRNA",25,0.37279519
"ENSACAT00000024344.1","mRNA",1,0.70081021
"ENSACAT00000008929.2","mRNA",0,0.50000021
"ENSACAT00000008948.3","mRNA",10,0.17439481
"ENSACAT00000009087.3","mRNA",234,0.133659945
"ENSACAT00000014284.2","mRNA",188,0.05204759
"ENSACAT00000014244.3","mRNA",5,0.57358621
"ENSACAT00000026459.2","mRNA",19,0.16589581
"ENSACAT00000015221.3","mRNA",19,0.16589581
"ENSACAT00000029133.1","mRNA",0,0.50000021
"ENSACAT00000000256.1","mRNA",5,0.27286641
"ENSACAT00000030751.1","mRNA",31,0.17726076
"ENSACAT00000000252.3","mRNA",29,0.21711236
"ENSACAT00000000237.1","mRNA",35,0.23627931
"ENSACAT00000000234.2","mRNA",0,0.50000021
"ENSACAT00000014401.3","mRNA",603,0.06054419
"ENSACAT00000014333.3","mRNA",306,0.066745875
"ENSACAT00000029835.1","mRNA",0,0.50000021
"ENSACAT00000014211.2","mRNA",126,0.17694711
"ENSACAT00000014493.3","mRNA",69,0.17004691
"ENSACAT00000014413.3","mRNA",330,0.08050324
"ENSACAT00000014414.3","mRNA",18,0.27991541
"ENSACAT00000023710.1","mRNA",0,0.50000021
"ENSACAT00000014737.3","mRNA",71,0.17184726
"ENSACAT00000009934.3","mRNA",8064,0.063733275
"ENSACAT00000009959.3","mRNA",27,0.23720666
"ENSACAT00000009937.2","mRNA",1955,0.05834932
"ENSACAT00000005289.3","mRNA",0,0.50000021
"ENSACAT00000005281.2","mRNA",0,0.50000021
"ENSACAT00000005278.2","mRNA",0,0.50000021
"ENSACAT00000029960.1","mRNA",0,0.50000021
"ENSACAT00000030748.1","mRNA",1,0.76185121
"ENSACAT00000005223.2","mRNA",0,0.50000021
